"Key","LON","LAT","Customer","CustomerWeight","Dollars","Count","Member Type","TypeSingleValue","SomeText","Flag","AreaId","DA_ECYPFA1519","DA_ECYPFA2024","DA_ECYPFA2529","DA_ECYPFA3034","DA_ECYPFA3539","DA_ECYPFA4044","DA_ECYPFA4549","DA_ECYPFA5054","DA_ECYPFA5559","DA_ECYPFA6064","DA_ECYPFA6569","DA_ECYPFA7074","AreaId2","DA_NVR_TOT","AreaId3","DA_NVRLTRK_I","AreaId4","DA_NVRLTRK_I_2","AreaId5","DA_NVRLTRK_I_2_2","AreaId6","DA_NVRLTRK_I_2_2_2","AreaId7","DA_NVRLTRK_I_2_2_2_2","__FSALDU","__LATITUDE","__LONGITUDE","__GeoLevel","__InSegmentation","__InDemographic","__PRCDDA","__Count","__PRIZM","__FSAQ422","__PRCDADA","__PRCDCSD","__PRCD","__CMACT","__CMACA","__PRFED13","__PR","__REG","__Distance"
"12030069","-65.8353873313591","44.1788795115999","8","1","350.89","1","annual","monthly","this is annual","False",,"0.021118","0.02236","0.017391","0.024845","0.026087","0.026087","0.026087","0.026087","0.045963","0.048447","0.049689","0.038509",,"1",,"0.555556",,"0.555556",,"0.555556",,"0.555556",,"0.555556","B0W1P0","44.119090","-65.924060","Rural Enhanced ePCCF","True","True","12020043","1","49","B5A","12020002","1202004","1202","0000000.00","998","12011","12","1","9.7030"
"12030069","-65.8919550796461","44.1428867053938","10","1","300.57","1","weekly","monthly","this is weekly","True",,"0.021118","0.02236","0.017391","0.024845","0.026087","0.026087","0.026087","0.026087","0.045963","0.048447","0.049689","0.038509",,"1",,"0.555556",,"0.555556",,"0.555556",,"0.555556",,"0.555556","B0W1P0","44.119090","-65.924060","Rural Enhanced ePCCF","True","True","12020043","1","49","B5A","12020002","1202004","1202","0000000.00","998","12011","12","1","3.6813"
"12020083","-65.6608493637457","43.9141763953089","6","1","554.16","1",,"monthly",,"False",,"0.026403","0.019802","0.019802","0.023102","0.018152","0.021452","0.018152","0.028053","0.042904","0.049505","0.049505","0.046205",,"1",,"0.266667",,"0.266667",,"0.266667",,"0.266667",,"0.266667","B0W1W0","43.868710","-65.648790","Rural Enhanced ePCCF","True","True","12020083","1","49","B0W","12020001","1202001","1202","0000000.00","998","12011","12","1","5.1443"
"12010039","-65.5772332024389","43.8970164687506","6","1","311.26","1","annual","monthly","this is annual","False",,"0.026403","0.019802","0.019802","0.023102","0.018152","0.021452","0.018152","0.028053","0.042904","0.049505","0.049505","0.046205",,"1",,"0.266667",,"0.266667",,"0.266667",,"0.266667",,"0.266667","B0W1W0","43.868710","-65.648790","Rural Enhanced ePCCF","True","True","12020083","1","49","B0W","12020001","1202001","1202","0000000.00","998","12011","12","1","6.5382"
"12020083","-65.6922536906128","43.8601871859998","5","1","140.3","1","monthly","monthly","this is monthly","True",,"0.026403","0.019802","0.019802","0.023102","0.018152","0.021452","0.018152","0.028053","0.042904","0.049505","0.049505","0.046205",,"1",,"0.266667",,"0.266667",,"0.266667",,"0.266667",,"0.266667","B0W1W0","43.868710","-65.648790","Rural Enhanced ePCCF","True","True","12020083","1","49","B0W","12020001","1202001","1202","0000000.00","998","12011","12","1","3.6090"
"12020083","-65.6237384425593","43.8331925813452","2","1","21.83","1","monthly","monthly","this is monthly","False",,"0.026403","0.019802","0.019802","0.023102","0.018152","0.021452","0.018152","0.028053","0.042904","0.049505","0.049505","0.046205",,"1",,"0.266667",,"0.266667",,"0.266667",,"0.266667",,"0.266667","B0W1W0","43.868710","-65.648790","Rural Enhanced ePCCF","True","True","12020083","1","49","B0W","12020001","1202001","1202","0000000.00","998","12011","12","1","4.4284"
"12020083","-65.5795679426602","43.932172798412","6","1","65.75","1","monthly","monthly","this is monthly","True",,"0.026403","0.019802","0.019802","0.023102","0.018152","0.021452","0.018152","0.028053","0.042904","0.049505","0.049505","0.046205",,"1",,"0.266667",,"0.266667",,"0.266667",,"0.266667",,"0.266667","B0W1W0","43.993890","-65.608910","Rural Enhanced ePCCF","True","True","12020083","1","49","B0W","12020001","1202001","1202","0000000.00","998","12011","12","1","7.2493"
"12010039","-65.5152619880137","43.7846374263393","7","1","673.69","1","monthly","monthly","this is monthly","False",,"0.016949","0.014124","0.014124","0.022599","0.019774","0.031073","0.028249","0.033898","0.042373","0.039548","0.042373","0.039548",,"1",,"0.428571",,"0.428571",,"0.428571",,"0.428571",,"0.428571","B0W2B0","43.748260","-65.479510","Rural Enhanced ePCCF","True","True","12010040","1","49","B0W","12010001","1201006","1201","0000000.00","998","12009","12","1","4.9575"
"12010039","-65.515272069664","43.7801383255635","4","3","128.99","1","annual","monthly","this is annual","True",,"0.016949","0.014124","0.014124","0.022599","0.019774","0.031073","0.028249","0.033898","0.042373","0.039548","0.042373","0.039548",,"1",,"0.428571",,"0.428571",,"0.428571",,"0.428571",,"0.428571","B0W2B0","43.748260","-65.479510","Rural Enhanced ePCCF","True","True","12010040","1","49","B0W","12010001","1201006","1201","0000000.00","998","12009","12","1","4.5595"
"12010045","-65.7352142407662","43.522138072172","11","1","846.26","1","monthly","monthly","this is monthly","False",,"0.014068","0.018757","0.018757","0.022274","0.021102","0.021102","0.03517","0.037515","0.046893","0.048066","0.036342","0.046893",,"1",,"0.453125",,"0.453125",,"0.453125",,"0.453125",,"0.453125","B0W2B0","43.521490","-65.734200","Rural Enhanced ePCCF","True","True","12010044","1","49","B0W","12010002","1201001","1201","0000000.00","998","12009","12","1","0.1089"
"12020083","-65.779624080178","43.8511889844483","1","1","93.47","1","annual","monthly","this is annual","False",,"0.029276","0.024653","0.027735","0.030817","0.029276","0.035439","0.030817","0.029276","0.033898","0.041602","0.038521","0.03698",,,,,,,,,,,,,"B0W2B0","43.820420","-65.868110","Rural Enhanced ePCCF","True","True","12020082","1","49","B0W","12020001","1202001","1202","0000000.00","998","12011","12","1","7.8745"
"12020083","-65.7983604154239","43.837691682121","8","1","613.5","1","weekly","monthly","this is weekly","True",,"0.029276","0.024653","0.027735","0.030817","0.029276","0.035439","0.030817","0.029276","0.033898","0.041602","0.038521","0.03698",,,,,,,,,,,,,"B0W2B0","43.820420","-65.868110","Rural Enhanced ePCCF","True","True","12020082","1","49","B0W","12020001","1202001","1202","0000000.00","998","12011","12","1","5.9123"
"12020083","-65.6165145299723","44.0491494185817","1","3","31.54","1","weekly","monthly","this is weekly","True",,"0.026403","0.019802","0.019802","0.023102","0.018152","0.021452","0.018152","0.028053","0.042904","0.049505","0.049505","0.046205",,"1",,"0.266667",,"0.266667",,"0.266667",,"0.266667",,"0.266667","B0W2B0","44.065880","-65.561970","Rural Enhanced ePCCF","True","True","12020083","1","49","B0W","12020001","1202001","1202","0000000.00","998","12011","12","1","4.7364"
"12020083","-65.566169364313","44.0986395271151","4","1","186.01","1","annual","monthly","this is annual","False",,"0.026403","0.019802","0.019802","0.023102","0.018152","0.021452","0.018152","0.028053","0.042904","0.049505","0.049505","0.046205",,"1",,"0.266667",,"0.266667",,"0.266667",,"0.266667",,"0.266667","B0W2B0","44.065880","-65.561970","Rural Enhanced ePCCF","True","True","12020083","1","49","B0W","12020001","1202001","1202","0000000.00","998","12011","12","1","3.6561"
"12010039","-65.5837857775922","43.8071329302181","3","1","50.02","1","monthly","monthly","this is monthly","False",,"0.018373","0.024934","0.024934","0.028871","0.024934","0.02231","0.031496","0.040682","0.036745","0.043307","0.047244","0.03937",,"1",,"0",,"0",,"0",,"0",,"0","B0W2K0","43.853210","-65.510050","Rural Enhanced ePCCF","True","True","12010039","1","49","B0W","12010002","1201001","1201","0000000.00","998","12009","12","1","7.8209"
"12010039","-65.3731563432519","43.5191904805695","4","1","161.02","1","annual","monthly","this is annual","True",,"0.018373","0.024934","0.024934","0.028871","0.024934","0.02231","0.031496","0.040682","0.036745","0.043307","0.047244","0.03937",,"1",,"0",,"0",,"0",,"0",,"0","B0W2M0","43.505100","-65.406380","Rural Enhanced ePCCF","True","True","12010039","1","49","B0W","12010002","1201001","1201","0000000.00","998","12009","12","1","3.1020"
"12020083","-65.4907812493462","44.1301332325454","6","1","400.7","1",,"monthly",,"False",,"0.026403","0.019802","0.019802","0.023102","0.018152","0.021452","0.018152","0.028053","0.042904","0.049505","0.049505","0.046205",,"1",,"0.266667",,"0.266667",,"0.266667",,"0.266667",,"0.266667","B0W2M0","44.180980","-65.478320","Rural Enhanced ePCCF","True","True","12020083","1","49","B0W","12020001","1202001","1202","0000000.00","998","12011","12","1","5.7375"
"12020083","-65.4337795416456","44.2066179457333","6","1","263.25","1",,"monthly",,"True",,"0.026403","0.019802","0.019802","0.023102","0.018152","0.021452","0.018152","0.028053","0.042904","0.049505","0.049505","0.046205",,"1",,"0.266667",,"0.266667",,"0.266667",,"0.266667",,"0.266667","B0W2M0","44.180980","-65.478320","Rural Enhanced ePCCF","True","True","12020083","1","49","B0W","12020001","1202001","1202","0000000.00","998","12011","12","1","4.5512"
"12030051","-65.5208234225833","44.2164661859998","8","1","486.93","1",,"monthly",,"False",,"0.026403","0.019802","0.019802","0.023102","0.018152","0.021452","0.018152","0.028053","0.042904","0.049505","0.049505","0.046205",,"1",,"0.266667",,"0.266667",,"0.266667",,"0.266667",,"0.266667","B0W2M0","44.180980","-65.478320","Rural Enhanced ePCCF","True","True","12020083","1","49","B0W","12020001","1202001","1202","0000000.00","998","12011","12","1","5.1981"
"12020083","-65.6289346928499","44.0716449224605","11","1","3.95","1","monthly","monthly","this is monthly","False",,"0.026403","0.019802","0.019802","0.023102","0.018152","0.021452","0.018152","0.028053","0.042904","0.049505","0.049505","0.046205",,"1",,"0.266667",,"0.266667",,"0.266667",,"0.266667",,"0.266667","B0W2M0","44.065880","-65.561970","Rural Enhanced ePCCF","True","True","12020083","1","49","B0W","12020001","1202001","1202","0000000.00","998","12011","12","1","5.3854"
"12030051","-65.5018226930981","44.2389616898786","10","1","818.41","1","annual","monthly","this is annual","False",,"0.026403","0.019802","0.019802","0.023102","0.018152","0.021452","0.018152","0.028053","0.042904","0.049505","0.049505","0.046205",,"1",,"0.266667",,"0.266667",,"0.266667",,"0.266667",,"0.266667","B0W2M0","44.180980","-65.478320","Rural Enhanced ePCCF","True","True","12020083","1","49","B0W","12020001","1202001","1202","0000000.00","998","12011","12","1","6.7102"
"12030051","-65.4269090207651","44.2267405849385","7","1","662.09","1","weekly","monthly","this is weekly","True",,"0.026403","0.019802","0.019802","0.023102","0.018152","0.021452","0.018152","0.028053","0.042904","0.049505","0.049505","0.046205",,"1",,"0.266667",,"0.266667",,"0.266667",,"0.266667",,"0.266667","B0W2M0","44.180980","-65.478320","Rural Enhanced ePCCF","True","True","12020083","1","49","B0W","12020001","1202001","1202","0000000.00","998","12011","12","1","6.5298"
"12020083","-65.4528077142962","44.1796233410788","7","1","636.68","1","monthly","monthly","this is monthly","False",,"0.026403","0.019802","0.019802","0.023102","0.018152","0.021452","0.018152","0.028053","0.042904","0.049505","0.049505","0.046205",,"1",,"0.266667",,"0.266667",,"0.266667",,"0.266667",,"0.266667","B0W2M0","44.180980","-65.478320","Rural Enhanced ePCCF","True","True","12020083","1","49","B0W","12020001","1202001","1202","0000000.00","998","12011","12","1","2.0389"
"12020083","-65.4466693623342","44.1616269379757","6","1","110.42","1","annual","monthly","this is annual","True",,"0.026403","0.019802","0.019802","0.023102","0.018152","0.021452","0.018152","0.028053","0.042904","0.049505","0.049505","0.046205",,"1",,"0.266667",,"0.266667",,"0.266667",,"0.266667",,"0.266667","B0W2M0","44.180980","-65.478320","Rural Enhanced ePCCF","True","True","12020083","1","49","B0W","12020001","1202001","1202","0000000.00","998","12011","12","1","3.3153"
"12020083","-65.4467030722428","44.1571278372","4","1","332.08","1","weekly","monthly","this is weekly","False",,"0.026403","0.019802","0.019802","0.023102","0.018152","0.021452","0.018152","0.028053","0.042904","0.049505","0.049505","0.046205",,"1",,"0.266667",,"0.266667",,"0.266667",,"0.266667",,"0.266667","B0W2M0","44.180980","-65.478320","Rural Enhanced ePCCF","True","True","12020083","1","49","B0W","12020001","1202001","1202","0000000.00","998","12011","12","1","3.6577"
"12020083","-65.5094407779332","44.1526287364242","10","1","185.94","1","monthly","monthly","this is monthly","True",,"0.026403","0.019802","0.019802","0.023102","0.018152","0.021452","0.018152","0.028053","0.042904","0.049505","0.049505","0.046205",,"1",,"0.266667",,"0.266667",,"0.266667",,"0.266667",,"0.266667","B0W2M0","44.180980","-65.478320","Rural Enhanced ePCCF","True","True","12020083","1","49","B0W","12020001","1202001","1202","0000000.00","998","12011","12","1","4.0102"
"12020083","-65.4404930184413","44.1526456108326","3","1","22.41","1",,"monthly",,"False",,"0.028061","0.007653","0.017857","0.02551","0.022959","0.017857","0.020408","0.043367","0.038265","0.043367","0.058673","0.053571",,,,,,,,,,,,,"B0W2W0","44.133540","-65.401020","Rural Enhanced ePCCF","True","True","12010030","1","41","B0T","12010001","1201006","1201","0000000.00","998","12009","12","1","3.7971"
"12010039","-65.5278531583108","43.7216500154787","8","3","251.83","1",,"monthly",,"True",,"0.018373","0.024934","0.024934","0.028871","0.024934","0.02231","0.031496","0.040682","0.036745","0.043307","0.047244","0.03937",,"1",,"0",,"0",,"0",,"0",,"0","B0W2W0","43.721790","-65.525900","Rural Enhanced ePCCF","True","True","12010039","1","41","B0W","12010002","1201001","1201","0000000.00","998","12009","12","1","0.1576"
"12010039","-65.5713997666112","43.7441455193575","8","3","56.08","1","weekly","monthly","this is weekly","False",,"0.018373","0.024934","0.024934","0.028871","0.024934","0.02231","0.031496","0.040682","0.036745","0.043307","0.047244","0.03937",,"1",,"0",,"0",,"0",,"0",,"0","B0W2W0","43.721790","-65.525900","Rural Enhanced ePCCF","True","True","12010039","1","41","B0W","12010002","1201001","1201","0000000.00","998","12009","12","1","4.4184"
"12010045","-65.726661268243","43.4918496662845","11","1","90.99","1","annual","monthly","this is annual","True",,"0.014068","0.018757","0.018757","0.022274","0.021102","0.021102","0.03517","0.037515","0.046893","0.048066","0.036342","0.046893",,"1",,"0.453125",,"0.453125",,"0.453125",,"0.453125",,"0.453125","B0W2W0","43.509290","-65.730690","Rural Enhanced ePCCF","True","True","12010044","1","49","B0W","12010002","1201001","1201","0000000.00","998","12009","12","1","1.9652"
"12020083","-65.8106578779411","43.9726647053938","8","1","764.85","1",,"monthly",,"False",,"0.021118","0.02236","0.017391","0.024845","0.026087","0.026087","0.026087","0.026087","0.045963","0.048447","0.049689","0.038509",,"1",,"0.555556",,"0.555556",,"0.555556",,"0.555556",,"0.555556","B0W2W0","43.991420","-65.837620","Rural Enhanced ePCCF","True","True","12020043","1","41","B5A","12020002","1202004","1202","0000000.00","998","12011","12","1","2.9989"
"12020083","-65.8043681237368","43.9996593100484","2","2","196.12","1","annual","monthly","this is annual","False",,"0.021118","0.02236","0.017391","0.024845","0.026087","0.026087","0.026087","0.026087","0.045963","0.048447","0.049689","0.038509",,"1",,"0.555556",,"0.555556",,"0.555556",,"0.555556",,"0.555556","B0W2W0","43.991420","-65.837620","Rural Enhanced ePCCF","True","True","12020043","1","41","B5A","12020002","1202004","1202","0000000.00","998","12011","12","1","2.8117"
"12020083","-65.7918596976237","43.9996593100484","3","2","173.25","1","weekly","monthly","this is weekly","True",,"0.021118","0.02236","0.017391","0.024845","0.026087","0.026087","0.026087","0.026087","0.045963","0.048447","0.049689","0.038509",,"1",,"0.555556",,"0.555556",,"0.555556",,"0.555556",,"0.555556","B0W2W0","43.991420","-65.837620","Rural Enhanced ePCCF","True","True","12020043","1","41","B5A","12020002","1202004","1202","0000000.00","998","12011","12","1","3.7713"
"12020083","-65.7168743073036","43.9771638061696","10","1","138.1","1","annual","monthly","this is annual","False",,"0.026403","0.019802","0.019802","0.023102","0.018152","0.021452","0.018152","0.028053","0.042904","0.049505","0.049505","0.046205",,"1",,"0.266667",,"0.266667",,"0.266667",,"0.266667",,"0.266667","B0W2W0","43.993890","-65.608910","Rural Enhanced ePCCF","True","True","12020083","1","49","B0W","12020001","1202001","1202","0000000.00","998","12011","12","1","8.8309"
"12010039","-65.3679444777805","43.5230189713573","4","1","265.8","1","monthly","monthly","this is monthly","False",,"0.018307","0.022883","0.016018","0.020595","0.01373","0.025172","0.032037","0.04119","0.04119","0.050343","0.050343","0.038902",,"1",,"0.4",,"0.4",,"0.4",,"0.4",,"0.4","B0W2Z0","43.547780","-65.391880","Rural Enhanced ePCCF","True","True","12010038","1","49","B0T","12010001","1201006","1201","0000000.00","998","12009","12","1","3.3602"
"12020083","-65.7420372615897","43.9141763953089","2","1","162.9","1","weekly","monthly","this is weekly","True",,"0.026403","0.019802","0.019802","0.023102","0.018152","0.021452","0.018152","0.028053","0.042904","0.049505","0.049505","0.046205",,"1",,"0.266667",,"0.266667",,"0.266667",,"0.266667",,"0.266667","B0W2Z0","43.926980","-65.807820","Rural Enhanced ePCCF","True","True","12020083","1","49","B0W","12020001","1202001","1202","0000000.00","998","12011","12","1","5.4547"
"12030059","-66.0842688935286","44.2634506486493","11","3","679.08","1","annual","monthly","this is annual","False",,"0.007538","0.025126","0.017588","0.022613","0.015075","0.020101","0.017588","0.037688","0.040201","0.055276","0.060302","0.062814",,,,,,,,,,,,,"B0W2Z0","44.255410","-66.117720","Rural Enhanced ePCCF","True","True","12030058","1","63","B0W","12030003","1203001","1203","0000000.00","998","12011","12","1","2.8084"
"12030069","-66.0467267824512","44.2795842643593","7","2","578.72","1","annual","monthly","this is annual","False",,"0.007538","0.025126","0.017588","0.022613","0.015075","0.020101","0.017588","0.037688","0.040201","0.055276","0.060302","0.062814",,,,,,,,,,,,,"B0W2Z0","44.255410","-66.117720","Rural Enhanced ePCCF","True","True","12030058","1","63","B0W","12030003","1203001","1203","0000000.00","998","12011","12","1","6.2560"
"12030069","-66.0171234971642","44.2689468432579","6","2","20.03","1","monthly","monthly","this is monthly","False",,"0.007538","0.025126","0.017588","0.022613","0.015075","0.020101","0.017588","0.037688","0.040201","0.055276","0.060302","0.062814",,,,,,,,,,,,,"B0W2Z0","44.255410","-66.117720","Rural Enhanced ePCCF","True","True","12030058","1","63","B0W","12030003","1203001","1203","0000000.00","998","12011","12","1","8.1464"
"12010039","-65.4413332038806","43.5507332634624","10","1","848.69","1","monthly","monthly","this is monthly","True",,"0.018373","0.024934","0.024934","0.028871","0.024934","0.02231","0.031496","0.040682","0.036745","0.043307","0.047244","0.03937",,"1",,"0",,"0",,"0",,"0",,"0","B0W3L0","43.552720","-65.444650","Rural Enhanced ePCCF","True","True","12010039","1","49","B0W","12010002","1201001","1201","0000000.00","998","12009","12","1","0.3466"
"12010039","-65.5588837128465","43.7846374263393","5","1","394.35","1",,"monthly",,"True",,"0.018373","0.024934","0.024934","0.028871","0.024934","0.02231","0.031496","0.040682","0.036745","0.043307","0.047244","0.03937",,"1",,"0",,"0",,"0",,"0",,"0","B0W3L0","43.721790","-65.525900","Rural Enhanced ePCCF","True","True","12010039","1","49","B0W","12010002","1201001","1201","0000000.00","998","12009","12","1","7.4695"
"12020083","-65.8481968415279","43.9276736976362","7","1","230.53","1","annual","monthly","this is annual","False",,"0.026403","0.019802","0.019802","0.023102","0.018152","0.021452","0.018152","0.028053","0.042904","0.049505","0.049505","0.046205",,"1",,"0.266667",,"0.266667",,"0.266667",,"0.266667",,"0.266667","B0W3M0","43.919990","-65.826540","Rural Enhanced ePCCF","True","True","12020083","1","49","B0W","12020001","1202001","1202","0000000.00","998","12011","12","1","1.9324"
"12010039","-65.4678385496263","43.5072028434045","6","1","300.69","1","weekly","monthly","this is weekly","False",,"0.018373","0.024934","0.024934","0.028871","0.024934","0.02231","0.031496","0.040682","0.036745","0.043307","0.047244","0.03937",,"1",,"0",,"0",,"0",,"0",,"0","B0W3N0","43.506960","-65.469560","Rural Enhanced ePCCF","True","True","12010039","1","49","B0W","12010002","1201001","1201","0000000.00","998","12009","12","1","0.1414"
"12020083","-65.792297650809","43.7297132635027","1","1","20.87","1","annual","monthly","this is annual","True",,"0.022556","0.026316","0.024436","0.024436","0.018797","0.022556","0.033835","0.035714","0.045113","0.039474","0.035714","0.031955",,"1",,"0.352941",,"0.352941",,"0.352941",,"0.352941",,"0.352941","B0W3P0","43.702510","-65.784280","Rural Enhanced ePCCF","True","True","12020086","1","49","B0W","12020001","1202001","1202","0000000.00","998","12011","12","1","3.0910"
"12030051","-65.7836024790422","44.531403240303","10","1","23.33","1","annual","monthly","this is annual","False",,"0.026101","0.022838","0.011419","0.017945","0.017945","0.032626","0.04894","0.040783","0.042414","0.035889","0.044046","0.034258",,,,,,,,,,,,,"B0W3T0","44.540990","-65.809050","Rural Enhanced ePCCF","True","True","12030051","1","49","B0W","12030001","1203004","1203","0000000.00","998","12011","12","1","2.2801"
"12030069","-66.0423073806261","44.3768399457333","7","3","290.13","1","weekly","monthly","this is weekly","True",,"0.026506","0.033735","0.021687","0.014458","0.012048","0.019277","0.028916","0.043373","0.040964","0.060241","0.045783","0.026506",,,,,,,,,,,,,"B0W3T0","44.384080","-66.058700","Rural Enhanced ePCCF","True","True","12030063","1","49","B0W","12030003","1203001","1203","0000000.00","998","12011","12","1","1.5306"
"12030069","-66.0360316235569","44.345346240303","7","3","262.96","1",,"monthly",,"False",,"0.026506","0.033735","0.021687","0.014458","0.012048","0.019277","0.028916","0.043373","0.040964","0.060241","0.045783","0.026506",,,,,,,,,,,,,"B0W3T0","44.384080","-66.058700","Rural Enhanced ePCCF","True","True","12030063","1","49","B0W","12030003","1203001","1203","0000000.00","998","12011","12","1","4.6662"
"12170521","-59.9666104567151","45.9429643410788","9","2","2.96","1","annual","monthly","this is annual","False",,"0.025237","0.031546","0.025237","0.028391","0.028391","0.031546","0.022082","0.028391","0.031546","0.059937","0.072555","0.044164",,"1",,"0.5",,"0.5",,"0.5",,"0.5",,"0.5","B1C0A2","45.947890","-59.958910","Unique ePCCF","True","True","12170521","1","26","B1C","12170032","1217030","1217","0000000.00","225","12001","12","1","0.8085"
"12170521","-59.9535550361686","45.9744580465091","1","2","92.65","1","weekly","monthly","this is weekly","True",,"0.025237","0.031546","0.025237","0.028391","0.028391","0.031546","0.022082","0.028391","0.031546","0.059937","0.072555","0.044164",,"1",,"0.5",,"0.5",,"0.5",,"0.5",,"0.5","B1C1T6","45.985430","-59.955400","Unique ePCCF","True","True","12170521","1","26","B1C","12170032","1217030","1217","0000000.00","225","12001","12","1","1.2276"
"12170521","-60.0312467994984","45.9699589457333","11","2","466.77","1",,"monthly",,"False",,"0.025237","0.031546","0.025237","0.028391","0.028391","0.031546","0.022082","0.028391","0.031546","0.059937","0.072555","0.044164",,"1",,"0.5",,"0.5",,"0.5",,"0.5",,"0.5","B1C2G3","45.979530","-60.026670","Unique ePCCF","True","True","12170521","1","26","B1C","12170032","1217030","1217","0000000.00","225","12001","12","1","1.1209"
"12170521","-60.0183009327803","45.9699589457333","6","2","179.95","1","monthly","monthly","this is monthly","True",,"0.025237","0.031546","0.025237","0.028391","0.028391","0.031546","0.022082","0.028391","0.031546","0.059937","0.072555","0.044164",,"1",,"0.5",,"0.5",,"0.5",,"0.5",,"0.5","B1C2H3","45.969980","-60.011560","Unique ePCCF","True","True","12170521","1","26","B1C","12170032","1217030","1217","0000000.00","225","12001","12","1","0.5207"
"12170521","-60.0378168803447","45.9249679379757","1","2","70.23","1","monthly","monthly","this is monthly","False",,"0.025237","0.031546","0.025237","0.028391","0.028391","0.031546","0.022082","0.028391","0.031546","0.059937","0.072555","0.044164",,"1",,"0.5",,"0.5",,"0.5",,"0.5",,"0.5","B1C2H6","45.939150","-60.007520","Unique ePCCF","True","True","12170521","1","41","B1C","12170032","1217030","1217","0000000.00","225","12001","12","1","2.8228"
"12170521","-60.0120286910916","45.8934742325454","5","2","87.76","1","monthly","monthly","this is monthly","True",,"0.017978","0.022472","0.031461","0.022472","0.013483","0.020225","0.042697","0.033708","0.035955","0.044944","0.044944","0.035955",,"1",,"0.571429",,"0.571429",,"0.571429",,"0.571429",,"0.571429","B1C2J7","45.912820","-59.979520","Unique ePCCF","True","True","12170528","1","41","B1C","12170032","1217030","1217","0000000.00","225","12001","12","1","3.3080"
"12170521","-60.0375131238451","45.8772154010158","8","1","228.15","1","annual","monthly","this is annual","False",,"0.017978","0.022472","0.031461","0.022472","0.013483","0.020225","0.042697","0.033708","0.035955","0.044944","0.044944","0.035955",,"1",,"0.571429",,"0.571429",,"0.571429",,"0.571429",,"0.571429","B1C2J7","45.912820","-59.979520","Unique ePCCF","True","True","12170528","1","41","B1C","12170032","1217030","1217","0000000.00","225","12001","12","1","5.9814"
"12170521","-60.0960110661517","45.938465240303","10","2","455.28","1","weekly","monthly","this is weekly","True",,"0.027372","0.020073","0.017336","0.011861","0.020985","0.032847","0.029197","0.030109","0.043796","0.050182","0.043796","0.042883",,"1",,"0.661972",,"0.661972",,"0.661972",,"0.661972",,"0.661972","B1K2J5","45.954590","-60.154210","Unique ePCCF","True","True","12170519","1","49","B1K","12170032","1217030","1217","0000000.00","225","12001","12","1","4.8412"
"12170409","-60.4125198448687","46.155901240303","6","2","125.67","1",,"monthly",,"False",,"0.025641","0.027972","0.018648","0.011655","0.018648","0.034965","0.034965","0.020979","0.041958","0.055944","0.048951","0.044289",,"1",,"0.785714",,"0.785714",,"0.785714",,"0.785714",,"0.785714","B1Y3N3","46.154440","-60.419290","Unique ePCCF","True","True","12170409","1","41","B1Y","12170018","1217030","1217","0000000.00","225","12010","12","1","0.5459"
"12170409","-60.438010867005","46.1459324866563","5","2","177.76","1","monthly","monthly","this is monthly","True",,"0.025641","0.027972","0.018648","0.011655","0.018648","0.034965","0.034965","0.020979","0.041958","0.055944","0.048951","0.044289",,"1",,"0.785714",,"0.785714",,"0.785714",,"0.785714",,"0.785714","B1Y3N9","46.144100","-60.439130","Unique ePCCF","True","True","12170409","1","41","B1Y","12170018","1217030","1217","0000000.00","225","12010","12","1","0.2211"
"12170409","-60.5010707290377","46.0901686698205","10","2","993.79","1","annual","monthly","this is annual","False",,"0.008403","0","0.006303","0.012605","0.023109","0.021008","0.014706","0.016807","0.033613","0.052521","0.067227","0.054622",,"1",,"1",,"1",,"1",,"1",,"1","B1Y3S5","46.092530","-60.505060","Unique ePCCF","True","True","12170522","1","41","B1Y","12170018","1217030","1217","0000000.00","225","12010","12","1","0.4042"
"12140051","-61.8951251465925","45.5861012480606","7","2","616.73","1","monthly","monthly","this is monthly","True",,"0.029321","0.026235","0.046296","0.044753","0.037037","0.032407","0.037037","0.040123","0.04321","0.03858","0.030864","0.016975",,"1",,"0.5",,"0.5",,"0.5",,"0.5",,"0.5","B2G0E7","45.598180","-61.897960","Unique ePCCF","True","True","12140053","1","41","B2G","12140002","1214006","1214","0000000.00","997","12001","12","1","1.3603"
"12090662","-63.7241799578949","44.4649196601887","5","5","49.33","1",,"monthly",,"False",,"0.02227","0.016523","0.028736","0.038793","0.03592","0.035201","0.034483","0.03592","0.053161","0.047414","0.04023","0.022989",,"1",,"0.461538",,"0.461538",,"0.461538",,"0.461538",,"0.461538","B3T1Y6","44.466150","-63.723500","Unique ePCCF","True","True","12090662","1","41","B3T","12090050","1209034","1209","2050140.00","205","12009","12","1","0.1470"
"12090662","-63.6826425360092","44.482871623069","4","6","402","1","weekly","monthly","this is weekly","True",,"0.024837","0.015686","0.024837","0.033987","0.03268","0.027451","0.04183","0.036601","0.043137","0.039216","0.031373","0.022222",,"1",,"0.4",,"0.4",,"0.4",,"0.4",,"0.4","B3V1M4","44.470670","-63.654680","Unique ePCCF","True","True","12090838","1","41","B3V","12090050","1209034","1209","2050140.00","205","12005","12","1","2.5991"
