"UniqueID","Postal Code","City","StoreCode","CustomerWeight","Dollars","Member Type","Some Text","Flag","AreaId","DA_ACYBASHHD","AreaId2","DA_ACYBASHHD_2","__FSALDU","__LATITUDE","__LONGITUDE","__GeoLevel","__InSegmentation","__InDemographic","__PRCDDA","__Count","__PostalMatched","__ConsideredRural","__RETIRED","__BUSINESS","__APARTMENT","__PRIZM","__FSAQ422","__PRCDADA","__PRCDCSD","__PRCD","__CMACT","__CMACA","__PRFED13","__PR","__REG"
"3326","L4C0M3","RICHMOND HILL","L4C-1","2","518.83","yearly","this is annual","True",,"1",,"1","L4C0M3","43.883970","-79.460370","Unique ePCCF","True","True","35190836","1","True","False","","","","05","L4C","35190168","3519038","3519","5350423.02","535","35087","35","3"
"3317","L4C0N4","RICHMOND HILL","L4C-1","3","453.62","yearly","this is annual","False",,"1",,"1","L4C0N4","43.865360","-79.451470","Unique ePCCF","True","True","35190473","1","True","False","","","","02","L4C","35190169","3519038","3519","5350421.07","535","35087","35","3"
"4492","L4C3R7","OAK RIDGES","L4C-1","3","811.22","yearly","this is annual","False",,"1",,"1","L4C3R7","43.874050","-79.441100","Unique ePCCF","True","True","35190831","1","True","False","","","","02","L4C","35190168","3519038","3519","5350423.01","535","35087","35","3"
"3319","L4C3S6","RICHMOND HILL","L4C-1","3","710.66","yearly","this is annual","False",,"1",,"1","L4C3S6","43.863930","-79.437590","Unique ePCCF","True","True","35190475","1","True","False","","","","02","L4C","35190169","3519038","3519","5350421.06","535","35087","35","3"
"3327","L4C3T7","OAK RIDGES","L4C-1","2","830.26","yearly","this is annual","True",,"1",,"1","L4C3T7","43.858570","-79.456370","Unique ePCCF","True","True","35190469","1","True","False","","","","02","L4C","35190169","3519038","3519","5350421.07","535","35087","35","3"
"4507","L4C3X8","OAK RIDGES","L4C-1","1","481.19","yearly","this is annual","True",,"1",,"1","L4C3X8","43.872160","-79.457110","Unique ePCCF","True","True","35190829","1","True","False","","","","07","L4C","35190168","3519038","3519","5350423.01","535","35087","35","3"
"4502","L4C3Y6","OAK RIDGES","L4C-1","1","92.1","yearly","this is annual","True",,"1",,"1","L4C3Y6","43.875990","-79.444100","Unique ePCCF","True","True","35190830","1","True","False","","","","02","L4C","35190168","3519038","3519","5350423.01","535","35087","35","3"
"4498","L4C4H7","RICHMOND HILL","L4C-1","2","758.79","yearly","this is annual","True",,"1",,"1","L4C4H7","43.881580","-79.447550","Unique ePCCF","True","True","35190833","1","True","False","","","","07","L4C","35190168","3519038","3519","5350423.02","535","35087","35","3"
"3324","L4C4M3","RICHMOND HILL","L4C-1","2","371.98","yearly","this is annual","True",,"1",,"1","L4C4M3","43.886710","-79.452930","Unique ePCCF","True","True","35190836","1","True","False","","","","03","L4C","35190168","3519038","3519","5350423.02","535","35087","35","3"
"4508","L4C4S2","RICHMOND HILL","L4C-1","1","945.31","yearly","this is annual","True",,"1",,"1","L4C4S2","43.880550","-79.446000","Unique ePCCF","True","True","35190833","1","True","False","","","","02","L4C","35190168","3519038","3519","5350423.02","535","35087","35","3"
"4494","L4C4T4","OAK RIDGES","L4C-1","2","499.87","yearly","this is annual","False",,"1",,"1","L4C4T4","43.880120","-79.447430","Unique ePCCF","True","True","35190833","1","True","False","","","","07","L4C","35190168","3519038","3519","5350423.02","535","35087","35","3"
"4499","L4C4V5","RICHMOND HILL","L4C-1","1","331.97","yearly","this is annual","True",,"1",,"1","L4C4V5","43.878570","-79.448580","Unique ePCCF","True","True","35190832","1","True","False","","","","18","L4C","35190168","3519038","3519","5350423.02","535","35087","35","3"
"4495","L4C5C4","RICHMOND HILL","L4C-1","2","117.61","yearly","this is annual","False",,"1",,"1","L4C5C4","43.854000","-79.439570","Unique ePCCF","True","True","35190464","1","True","False","","","","18","L4C","35190093","3519038","3519","5350421.04","535","35087","35","3"
"3320","L4C5H9","RICHMOND HILL","L4C-1","3","93.28","yearly","this is annual","False",,"1",,"1","L4C5H9","43.855070","-79.453880","Unique ePCCF","True","True","35190849","1","True","False","","","","07","L4C","35190093","3519038","3519","5350421.05","535","35087","35","3"
"1478","L4C5K4","RICHMOND HILL","M5G-1","1","787.74","monthly","this is monthly","False",,"1",,"1","L4C5K4","43.850940","-79.451580","Unique ePCCF","True","True","35190850","1","True","False","","","","07","L4C","35190093","3519038","3519","5350421.05","535","35087","35","3"
"1528","L4C5L3","OAK RIDGES","L4C-1","2","400.95","monthly","this is monthly","True",,"1",,"1","L4C5L3","43.850670","-79.453340","Unique ePCCF","True","True","35190850","1","True","False","","","","07","L4C","35190093","3519038","3519","5350421.05","535","35087","35","3"
"1530","L4C5N2","OAK RIDGES","L4C-1","2","868.79","monthly","this is monthly","True",,"1",,"1","L4C5N2","43.850290","-79.455260","Unique ePCCF","True","True","35190851","1","True","False","","","","08","L4C","35190093","3519038","3519","5350421.05","535","35087","35","3"
"1529","L4C5N4","RICHMOND HILL","L4C-1","2","607.13","monthly","this is monthly","True",,"1",,"1","L4C5N4","43.875500","-79.458370","Unique ePCCF","True","True","35190835","1","True","False","","","","02","L4C","35190168","3519038","3519","5350423.02","535","35087","35","3"
"3039","L4C5R4","RICHMOND HILL","M5H-1","1","733.91","yearly","this is annual","False",,"1",,"1","L4C5R4","43.859290","-79.447200","Unique ePCCF","True","True","35190467","1","True","False","","","","02","L4C","35190169","3519038","3519","5350421.07","535","35087","35","3"
"1540","L4C6E1","RICHMOND HILL","L4C-1","1","305.16","monthly","this is monthly","False",,"1",,"1","L4C6E1","43.833870","-79.444630","Unique ePCCF","True","True","35190853","1","True","False","","","","02","L4C","35190096","3519038","3519","5350421.01","535","35087","35","3"
"1366","L4C6E9","OAK RIDGES","N6C-1","1","879.37","monthly","this is monthly","False",,"1",,"1","L4C6E9","43.837920","-79.446070","Unique ePCCF","True","True","35190862","1","True","False","","","","03","L4C","35190096","3519038","3519","5350421.01","535","35087","35","3"
"726","L4C6H9","OAK RIDGES","L4C-1","2","635.28","monthly","this is monthly","False",,"1",,"1","L4C6H9","43.844780","-79.444480","Unique ePCCF","True","True","35190861","1","True","False","","","","03","L4C","35190096","3519038","3519","5350421.01","535","35087","35","3"
"3345","l4c6k5","OAK RIDGES","L4C-1","1","552.16","yearly","this is annual","True",,"1",,"1","L4C6K5","43.846060","-79.443520","Unique ePCCF","True","True","35190859","1","True","False","","","","07","L4C","35190096","3519038","3519","5350421.01","535","35087","35","3"
"2916","L4C6K7","RICHMOND HILL","K7L-1","1","108.33","yearly","this is annual","False",,"1",,"1","L4C6K7","43.839500","-79.432200","Unique ePCCF","True","True","35190866","1","True","False","","","","03","L4C","35190096","3519038","3519","5350421.01","535","35087","35","3"
"3325","L4C6K9","OAK RIDGES","L4C-1","2","58.67","yearly","this is annual","True",,"1",,"1","L4C6K9","43.834830","-79.435690","Unique ePCCF","True","True","35191064","1","True","False","","","","10","L4C","35190096","3519038","3519","5350421.01","535","35087","35","3"
"3371","L4C6L6","RICHMOND HILL","L4C-1","1","42.81","yearly","this is annual","False",,"1",,"1","L4C6L6","43.837310","-79.436800","Unique ePCCF","True","True","35191064","1","True","False","","","","02","L4C","35190096","3519038","3519","5350421.01","535","35087","35","3"
"4503","L4C6P1","OAK RIDGES","L4C-1","1","672.51","yearly","this is annual","True",,"1",,"1","L4C6P1","43.845410","-79.432220","Unique ePCCF","True","True","35190858","1","True","False","","","","03","L4C","35190096","3519038","3519","5350421.01","535","35087","35","3"
"1559","L4C6P8","RICHMOND HILL","V6H-1","1","83.99","monthly","this is monthly","False",,"1",,"1","L4C6P8","43.841210","-79.448860","Unique ePCCF","True","True","35190853","1","True","False","","","","02","L4C","35190096","3519038","3519","5350421.01","535","35087","35","3"
"3372","L4C6R5","OAK RIDGES","L4C-1","1","488.64","yearly","this is annual","False",,"1",,"1","L4C6R5","43.848920","-79.435020","Unique ePCCF","True","True","35190859","1","True","False","","","","03","L4C","35190096","3519038","3519","5350421.01","535","35087","35","3"
"3373","L4C6R7","RICHMOND HILL","L4C-1","1","839","yearly","this is annual","False",,"1",,"1","L4C6R7","43.849650","-79.435770","Unique ePCCF","True","True","35190857","1","True","False","","","","07","L4C","35190096","3519038","3519","5350421.01","535","35087","35","3"
"2263","L4C6R8","RICHMOND HILL","M5H-1","1","588.6","yearly","this is annual","True",,"1",,"1","L4C6R8","43.835900","-79.439590","Unique ePCCF","True","True","35190864","1","True","False","","","","03","L4C","35190096","3519038","3519","5350421.01","535","35087","35","3"
"4464","L4C6V5","RICHMOND HILL","M4W-1","1","165.77","yearly","this is annual","True",,"1",,"1","L4C6V5","43.845650","-79.433390","Unique ePCCF","True","True","35190858","1","True","False","","","","02","L4C","35190096","3519038","3519","5350421.01","535","35087","35","3"
"3374","L4C6V9","RICHMOND HILL","L4C-1","1","493.69","yearly","this is annual","False",,"1",,"1","L4C6V9","43.850270","-79.435980","Unique ePCCF","True","True","35190857","1","True","False","","","","02","L4C","35190096","3519038","3519","5350421.01","535","35087","35","3"
"3330","L4C7M4","RICHMOND HILL","L4C-1","2","134.67","yearly","this is annual","True",,"1",,"1","L4C7M4","43.866070","-79.448890","Unique ePCCF","True","True","35190473","1","True","False","","","","05","L4C","35190169","3519038","3519","5350421.07","535","35087","35","3"
"3321","L4C7P3","RICHMOND HILL","L4C-1","3","988.65","yearly","this is annual","True",,"1",,"1","L4C7P3","43.866160","-79.455120","Unique ePCCF","True","True","35190472","1","True","False","","","","05","L4C","35190169","3519038","3519","5350421.07","535","35087","35","3"
"1484","L4C7R2","RICHMOND HILL","M5H-1","1","122.17","monthly","this is monthly","False",,"1",,"1","L4C7R2","43.864560","-79.457160","Unique ePCCF","True","True","35190471","1","True","False","","","","05","L4C","35190169","3519038","3519","5350421.07","535","35087","35","3"
"1532","L4C7S7","RICHMOND HILL","L4C-1","2","294.33","monthly","this is monthly","True",,"1",,"1","L4C7S7","43.865430","-79.458490","Unique ePCCF","True","True","35190471","1","True","False","","","","02","L4C","35190169","3519038","3519","5350421.07","535","35087","35","3"
"3351","L4C7T7","RICHMOND HILL","L4C-1","1","527.83","yearly","this is annual","True",,"1",,"1","L4C7T7","43.860550","-79.458210","Unique ePCCF","True","True","35190470","1","True","False","","","","08","L4C","35190169","3519038","3519","5350421.07","535","35087","35","3"
"1533","L4C7V1","OAK RIDGES","L4C-1","1","876.31","monthly","this is monthly","True",,"1",,"1","L4C7V1","43.849670","-79.455110","Unique ePCCF","True","True","35190851","1","True","False","","","","08","L4C","35190093","3519038","3519","5350421.05","535","35087","35","3"
"1526","L4C7W4","RICHMOND HILL","L4C-1","2","25.46","monthly","this is monthly","True",,"1",,"1","L4C7W4","43.876340","-79.459910","Unique ePCCF","True","True","35190835","1","True","False","","","","05","L4C","35190168","3519038","3519","5350423.02","535","35087","35","3"
"728","L4C7X6","RICHMOND HILL","L4C-1","1","625.73","monthly","this is monthly","False",,"1",,"1","L4C7X6","43.869660","-79.459680","Unique ePCCF","True","True","35190828","1","True","False","","","","03","L4C","35190168","3519038","3519","5350423.01","535","35087","35","3"
"740","L4C7Y9","RICHMOND HILL","L4C-1","1","558.53","monthly","this is monthly","False",,"1",,"1","L4C7Y9","43.869380","-79.460940","Unique ePCCF","True","True","35190828","1","True","False","","","","05","L4C","35190168","3519038","3519","5350423.01","535","35087","35","3"
"741","L4C7Z1","OAK RIDGES","L4C-1","1","754.77","monthly","this is monthly","False",,"1",,"1","L4C7Z1","43.868540","-79.462810","Unique ePCCF","True","True","35190826","1","True","False","","","","05","L4C","35190168","3519038","3519","5350423.01","535","35087","35","3"
"742","L4C8A5","RICHMOND HILL","L4C-1","1","381.1","monthly","this is monthly","False",,"1",,"1","L4C8A5","43.868120","-79.456360","Unique ePCCF","True","True","35190828","1","True","False","","","","07","L4C","35190168","3519038","3519","5350423.01","535","35087","35","3"
"1541","L4C8G9","OAK RIDGES","L4C-1","1","329.54","monthly","this is monthly","False",,"1",,"1","L4C8G9","43.865690","-79.433730","Unique ePCCF","True","True","35190485","1","True","False","","","","10","L4C","35190170","3519038","3519","5350420.08","535","35087","35","3"
"2335","L4C8N3","RICHMOND HILL","L4C-1","1","796.84","yearly","this is annual","True",,"1",,"1","L4C8N3","43.858540","-79.413590","Unique ePCCF","True","True","35190545","1","True","False","","","","03","L4C","35190164","3519038","3519","5350420.03","535","35087","35","3"
"2360","L4C8P7","RICHMOND HILL","L4C-1","1","63.09","yearly","this is annual","False",,"1",,"1","L4C8P7","43.860080","-79.416340","Unique ePCCF","True","True","35190455","1","True","False","","","","03","L4C","35190164","3519038","3519","5350420.03","535","35087","35","3"
"2361","L4C8R2","RICHMOND HILL","L4C-1","1","37.52","yearly","this is annual","False",,"1",,"1","L4C8R2","43.858940","-79.419250","Unique ePCCF","True","True","35190455","1","True","False","","","","03","L4C","35190164","3519038","3519","5350420.03","535","35087","35","3"
"3335","L4C8X3","RICHMOND HILL","L4C-1","1","149.46","yearly","this is annual","True",,"1",,"1","L4C8X3","43.867550","-79.448490","Unique ePCCF","True","True","35190473","1","True","False","","","","05","L4C","35190169","3519038","3519","5350421.07","535","35087","35","3"
"743","L4C8Y9","OAK RIDGES","L4C-1","1","544.27","monthly","this is monthly","False",,"1",,"1","L4C8Y9","43.871580","-79.461880","Unique ePCCF","True","True","35190826","1","True","False","","","","02","L4C","35190168","3519038","3519","5350423.01","535","35087","35","3"
"1535","L4C9A3","RICHMOND HILL","L4C-1","1","913.38","monthly","this is monthly","False",,"1",,"1","L4C9A3","43.877560","-79.461630","Unique ePCCF","True","True","35190835","1","True","False","","","","05","L4C","35190168","3519038","3519","5350423.02","535","35087","35","3"
"730","L4C9A6","RICHMOND HILL","L4C-1","1","563.08","monthly","this is monthly","False",,"1",,"1","L4C9A6","43.877860","-79.463940","Unique ePCCF","True","True","35190837","1","True","False","","","","02","L4C","35190168","3519038","3519","5350423.02","535","35087","35","3"
"732","L4C9A8","RICHMOND HILL","L4C-1","1","841.4","monthly","this is monthly","False",,"1",,"1","L4C9A8","43.878220","-79.462420","Unique ePCCF","True","True","35190835","1","True","False","","","","05","L4C","35190168","3519038","3519","5350423.02","535","35087","35","3"
"3375","L4C9G3","RICHMOND HILL","L4C-1","1","720.92","yearly","this is annual","False",,"1",,"1","L4C9G3","43.886800","-79.464200","Unique ePCCF","True","True","35190840","1","True","False","","","","01","L4C","35190061","3519038","3519","5350424.08","535","35003","35","3"
"2959","L4C9H3","RICHMOND HILL","M5G-1","1","934.13","yearly","this is annual","True",,"1",,"1","L4C9H3","43.886570","-79.458610","Unique ePCCF","True","True","35190839","1","True","False","","","","03","L4C","35190061","3519038","3519","5350424.08","535","35003","35","3"
"3014","L4C9H8","RICHMOND HILL","M5H-1","1","276.99","yearly","this is annual","True",,"1",,"1","L4C9H8","43.888620","-79.459050","Unique ePCCF","True","True","35190838","1","True","False","","","","08","L4C","35190061","3519038","3519","5350424.08","535","35003","35","3"
"3336","L4C9K2","RICHMOND HILL","L4C-1","1","443.94","yearly","this is annual","True",,"1",,"1","L4C9K2","43.889290","-79.453480","Unique ePCCF","True","True","35190838","1","True","False","","","","05","L4C","35190061","3519038","3519","5350424.08","535","35003","35","3"
"3341","L4C9N9","RICHMOND HILL","L4C-1","1","440.56","yearly","this is annual","True",,"1",,"1","L4C9N9","43.882890","-79.452550","Unique ePCCF","True","True","35190834","1","True","False","","","","07","L4C","35190168","3519038","3519","5350423.02","535","35087","35","3"
"1527","L4C9R9","RICHMOND HILL","L4C-1","2","77.09","monthly","this is monthly","True",,"1",,"1","L4C9R9","43.850200","-79.458240","Unique ePCCF","True","True","35190852","1","True","False","","","","07","L4C","35190093","3519038","3519","5350421.05","535","35087","35","3"
"1531","L4C9S1","RICHMOND HILL","L4C-1","2","478.42","monthly","this is monthly","True",,"1",,"1","L4C9S1","43.851570","-79.458040","Unique ePCCF","True","True","35190852","1","True","False","","","","07","L4C","35190093","3519038","3519","5350421.05","535","35087","35","3"
"2813","L4C9Z7","RICHMOND HILL","L7P-1","1","316.94","yearly","this is annual","False",,"1",,"1","L4C9Z7","43.893360","-79.434120","Unique ePCCF","True","True","35190511","1","True","False","","","","03","L4C","35190054","3519038","3519","5350424.05","535","35003","35","3"
"3339","L4E2L2","OAK RIDGES","L4C-1","1","117.75","yearly","this is annual","True",,"1",,"1","L4E2L2","43.950660","-79.452680","Unique ePCCF","True","True","35190773","1","True","False","","","","08","L4E","35190035","3519038","3519","5350424.11","535","35003","35","3"
"2980","L4E2N2","RICHMOND HILL","M5G-1","1","825.97","yearly","this is annual","False",,"1",,"1","L4E2N2","43.954040","-79.466470","Unique ePCCF","True","True","35191013","1","True","False","","","","05","L4E","35190036","3519038","3519","5350424.10","535","35003","35","3"
"3352","L4E2P1","RICHMOND HILL","L4C-1","1","605.99","yearly","this is annual","True",,"1",,"1","L4E2P1","43.953960","-79.462170","Unique ePCCF","True","True","35191013","1","True","False","","","","08","L4E","35190036","3519038","3519","5350424.10","535","35003","35","3"
"723","L4E3L8","RICHMOND HILL","L4C-1","4","363.93","monthly","this is monthly","False",,"1",,"1","L4E3L8","43.926080","-79.421400","Unique ePCCF","True","True","35190769","1","True","False","","","","01","L4E","35190166","3519038","3519","5350424.13","535","35003","35","3"
"733","L4E3S7","RICHMOND HILL","L4C-1","1","629.86","monthly","this is monthly","False",,"1",,"1","L4E3S7","43.919330","-79.421050","Unique ePCCF","True","True","35190769","1","True","False","","","","01","L4E","35190166","3519038","3519","5350424.13","535","35003","35","3"
"3331","L4E3W5","RICHMOND HILL","L4C-1","2","139.1","yearly","this is annual","True",,"1",,"1","L4E3W5","43.955350","-79.448810","Unique ePCCF","True","True","35190772","1","True","False","","","","08","L4E","35190035","3519038","3519","5350424.11","535","35003","35","3"
"3376","L4E4E5","RICHMOND HILL","L4C-1","1","688.72","yearly","this is annual","False",,"1",,"1","L4E4E5","43.952300","-79.447430","Unique ePCCF","True","True","35190772","1","True","False","","","","08","L4E","35190035","3519038","3519","5350424.11","535","35003","35","3"
"4459","L4G2H1","AURORA","M4W-1","1","426.73","yearly","this is annual","True",,"1",,"1","L4G2H1","43.988800","-79.471460","Unique ePCCF","True","True","35190139","1","True","False","","","","23","L4G","35190029","3519046","3519","5350441.02","535","35003","35","3"
"1479","L4G2T8","AURORA","M5G-1","1","30.44","monthly","this is monthly","False",,"1",,"1","L4G2T8","43.999100","-79.482950","Unique ePCCF","True","True","35190129","1","True","False","","","","05","L4G","35190029","3519046","3519","5350442.02","535","35065","35","3"
"3377","L4G3N6","AURORA","L4C-1","1","825.2","yearly","this is annual","True",,"1",,"1","L4G3N6","43.986370","-79.471820","Unique ePCCF","True","True","35190141","1","True","False","","","","23","L4G","35190029","3519046","3519","5350441.02","535","35003","35","3"
"2880","L4G3P7","AURORA","N1H-1","1","975.32","yearly","this is annual","True",,"1",,"1","L4G3P7","44.008490","-79.465830","Unique ePCCF","True","True","35190875","1","True","False","","","","05","L4G","35190027","3519046","3519","5350442.04","535","35065","35","3"
"3015","L4G4P8","AURORA","M5H-1","1","924.95","yearly","this is annual","True",,"1",,"1","L4G4P8","44.001960","-79.485730","Unique ePCCF","True","True","35190127","1","True","False","","","","05","L4G","35190027","3519046","3519","5350442.03","535","35065","35","3"
"3378","L4G4T6","AURORA","L4C-1","1","637.16","yearly","this is annual","True",,"1",,"1","L4G4T6","44.007810","-79.486060","Unique ePCCF","True","True","35190125","1","True","False","","","","05","L4G","35190027","3519046","3519","5350442.03","535","35065","35","3"
"369","L4G5L3","AURORA","T1J-1","1","855.74","monthly","this is monthly","False",,"1",,"1","L4G5L3","43.991480","-79.489340","Unique ePCCF","True","True","35190160","1","True","False","","","","02","L4G","35190032","3519046","3519","5350441.03","535","35003","35","3"
"744","L4G5M5","AURORA","L4C-1","1","880.02","monthly","this is monthly","False",,"1",,"1","L4G5M5","43.988970","-79.490640","Unique ePCCF","True","True","35190158","1","True","False","","","","02","L4G","35190032","3519046","3519","5350441.03","535","35003","35","3"
"1334","L4G5N6","AURORA","K1Z-1","1","14.8","monthly","this is monthly","False",,"1",,"1","L4G5N6","43.980000","-79.484820","Unique ePCCF","True","True","35190154","1","True","False","","","","02","L4G","35190032","3519046","3519","5350441.03","535","35003","35","3"
"1536","L4G5R1","AURORA","L4C-1","1","104.5","monthly","this is monthly","False",,"1",,"1","L4G5R1","43.977010","-79.483870","Unique ePCCF","True","True","35190154","1","True","False","","","","05","L4G","35190032","3519046","3519","5350441.03","535","35003","35","3"
"3340","L4G5V2","AURORA","L4C-1","1","573.36","yearly","this is annual","True",,"1",,"1","L4G5V2","43.975270","-79.476160","Unique ePCCF","True","True","35190149","1","True","False","","","","05","L4G","35190034","3519046","3519","5350441.04","535","35003","35","3"
"3353","L4G5V9","AURORA","L4C-1","1","847.61","yearly","this is annual","False",,"1",,"1","L4G5V9","43.975910","-79.479640","Unique ePCCF","True","True","35190150","1","True","False","","","","05","L4G","35190034","3519046","3519","5350441.04","535","35003","35","3"
"1475","L4G6A3","AURORA","M5G-1","1","761.29","monthly","this is monthly","False",,"1",,"1","L4G6A3","43.987190","-79.485460","Unique ePCCF","True","True","35190158","1","True","False","","","","02","L4G","35190032","3519046","3519","5350441.03","535","35003","35","3"
"114","L4G6K2","AURORA","L9K-1","1","369.3","monthly","this is monthly","False",,"1",,"1","L4G6K2","44.014380","-79.478510","Unique ePCCF","True","True","35190996","1","True","False","","","","01","L4G","35190027","3519046","3519","5350442.03","535","35065","35","3"
"725","L4G6L8","AURORA","L4C-1","2","216.36","monthly","this is monthly","False",,"1",,"1","L4G6L8","43.990230","-79.488160","Unique ePCCF","True","True","35190160","1","True","False","","","","01","L4G","35190032","3519046","3519","5350441.03","535","35003","35","3"
"3328","L4G6M6","AURORA","L4C-1","2","858.21","yearly","this is annual","True",,"1",,"1","L4G6M6","43.971580","-79.479470","Unique ePCCF","True","True","35190149","1","True","False","","","","05","L4G","35190034","3519046","3519","5350441.04","535","35003","35","3"
"3275","L4G6P1","AURORA","M4W-1","1","995.17","yearly","this is annual","True",,"1",,"1","L4G6P1","43.969260","-79.482940","Unique ePCCF","True","True","35191068","1","True","False","","","","05","L4G","35190034","3519046","3519","5350441.04","535","35003","35","3"
"3001","L4G6P5","AURORA","M5H-1","2","566.58","yearly","this is annual","True",,"1",,"1","L4G6P5","43.969510","-79.485210","Unique ePCCF","True","True","35191068","1","True","False","","","","05","L4G","35190034","3519046","3519","5350441.04","535","35003","35","3"
"3379","L4G6R1","AURORA","L4C-1","1","653.81","yearly","this is annual","True",,"1",,"1","L4G6R1","43.969600","-79.480590","Unique ePCCF","True","True","35191068","1","True","False","","","","05","L4G","35190034","3519046","3519","5350441.04","535","35003","35","3"
"745","L4G6W5","AURORA","L4C-1","1","945.32","monthly","this is monthly","False",,"1",,"1","L4G6W5","43.971360","-79.436690","Unique ePCCF","True","True","35190872","1","True","False","","","","02","L4G","35190028","3519046","3519","5350440.00","535","35003","35","3"
"721","L4G7S9","AURORA","K9J-1","1","510.2","monthly","this is monthly","False",,"1",,"1","L4G7S9","43.980720","-79.447300","Unique ePCCF","True","True","35190869","1","True","False","","","","02","L4G","35190028","3519046","3519","5350440.00","535","35003","35","3"
"189","L4H0B3","WOODBRIDGE","L5B-1","1","501.85","monthly","this is monthly","False",,"1",,"1","L4H0B3","43.850690","-79.554090","Unique ePCCF","True","True","35190821","1","True","False","","","","08","L4H","35190100","3519028","3519","5350413.02","535","35043","35","3"
"3193","L4H0H5","WOODBRIDGE","L5B-1","1","507.19","yearly","this is annual","False",,"1",,"1","L4H0H5","43.794270","-79.618280","Unique ePCCF","True","True","35191267","1","True","False","","","","18","L4H","35190125","3519028","3519","5350412.11","535","35111","35","3"
"4888","L4J0A1","THORNHILL","M5H-1","1","511.34","yearly","this is annual","False",,"1",,"1","L4J0A1","43.812630","-79.453000","Unique ePCCF","True","True","35190282","1","True","False","","","A","20","L4J","35190119","3519028","3519","5350410.12","535","35104","35","3"
"4939","L4J0A1","THORNHILL","L4C-1","2","745.42","yearly","this is annual","False",,"1",,"1","L4J0A1","43.812630","-79.453000","Unique ePCCF","True","True","35190282","1","True","False","","","A","20","L4J","35190119","3519028","3519","5350410.12","535","35104","35","3"
"4913","L4J0C9","THORNHILL","M4W-1","1","552.62","yearly","this is annual","True",,"1",,"1","L4J0C9","43.812820","-79.451990","Unique ePCCF","True","True","35190282","1","True","False","","","","20","L4J","35190119","3519028","3519","5350410.12","535","35104","35","3"
"2285","L4J1B4","THORNHILL","M4W-1","1","695.82","yearly","this is annual","True",,"1",,"1","L4J1B4","43.810230","-79.428750","Unique ePCCF","True","True","35190320","1","True","False","","","","07","L4J","35190117","3519028","3519","5350410.03","535","35104","35","3"
"238","L4J1E2","THORNHILL","L4C-1","1","414.94","monthly","this is monthly","True",,"1",,"1","L4J1E2","43.811860","-79.434440","Unique ePCCF","True","True","35190305","1","True","False","","","","07","L4J","35190117","3519028","3519","5350410.03","535","35104","35","3"
"241","L4J1G5","THORNHILL","L4C-1",,,"monthly","this is monthly","True",,"1",,"1","L4J1G5","43.814420","-79.431570","Unique ePCCF","True","True","35190305","1","True","False","","","","01","L4J","35190117","3519028","3519","5350410.03","535","35104","35","3"
"4504","L4J1K4","THORNHILL","L4C-1","1","484.91","yearly","this is annual","True",,"1",,"1","L4J1K4","43.827450","-79.432580","Unique ePCCF","True","True","35190309","1","True","False","","","","02","L4J","35190107","3519028","3519","5350410.05","535","35104","35","3"
"4509","L4J2A5","THORNHILL","L4C-1","1","485.25","yearly","this is annual","True",,"1",,"1","L4J2A5","43.828190","-79.431490","Unique ePCCF","True","True","35190309","1","True","False","","","","07","L4J","35190107","3519028","3519","5350410.05","535","35104","35","3"
"4920","L4J2M2","THORNHILL","M4W-1","1","728.15","yearly","this is annual","True",,"1",,"1","L4J2M2","43.797750","-79.451980","Unique ePCCF","True","True","35190342","1","True","False","","","","07","L4J","35190124","3519028","3519","5350410.04","535","35104","35","3"
"4932","L4J2N2","THORNHILL","L4C-1","4","177.14","yearly","this is annual","False",,"1",,"1","L4J2N2","43.800340","-79.442380","Unique ePCCF","True","True","35190332","1","True","False","","","","07","L4J","35190124","3519028","3519","5350410.11","535","35104","35","3"
"4945","L4J2N3","THORNHILL","L4C-1","1","885.12","yearly","this is annual","True",,"1",,"1","L4J2N3","43.800540","-79.443340","Unique ePCCF","True","True","35190332","1","True","False","","","","07","L4J","35190124","3519028","3519","5350410.11","535","35104","35","3"
"4943","L4J2N5","THORNHILL","L4C-1","1","773.26","yearly","this is annual","False",,"1",,"1","L4J2N5","43.796650","-79.452570","Unique ePCCF","True","True","35190342","1","True","False","","","","07","L4J","35190124","3519028","3519","5350410.04","535","35104","35","3"
"4935","L4J2N7","THORNHILL","L4C-1","2","203.84","yearly","this is annual","False",,"1",,"1","L4J2N7","43.798120","-79.454990","Unique ePCCF","True","True","35190342","1","True","False","","","","07","L4J","35190124","3519028","3519","5350410.04","535","35104","35","3"
"4960","L4J2N8","THORNHILL","L4C-1","1","527.46","yearly","this is annual","True",,"1",,"1","L4J2N8","43.797370","-79.454440","Unique ePCCF","True","True","35190342","1","True","False","","","","07","L4J","35190124","3519028","3519","5350410.04","535","35104","35","3"
"4921","L4J2P9","THORNHILL","M4W-1","1","582.08","yearly","this is annual","False",,"1",,"1","L4J2P9","43.798360","-79.449710","Unique ePCCF","True","True","35190341","1","True","False","","","","07","L4J","35190124","3519028","3519","5350410.04","535","35104","35","3"
"4961","L4J2T6","THORNHILL","L4C-1","1","195.34","yearly","this is annual","True",,"1",,"1","L4J2T6","43.796350","-79.456720","Unique ePCCF","True","True","35190341","1","True","False","","","","07","L4J","35190124","3519028","3519","5350410.04","535","35104","35","3"
